,rxn_smarts
2788,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2789,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2790,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2791,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2792,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2793,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2794,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2795,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[Na+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2796,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2797,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2798,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2799,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2800,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2801,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2802,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2803,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2804,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2805,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2806,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2807,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[Na+].[O-]C(=O)=O>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2808,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2809,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2810,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2811,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2812,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2813,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2814,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2815,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2816,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2817,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2818,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2819,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[Cs+].[F-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2820,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2821,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2822,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2823,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2824,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2825,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2826,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2827,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2828,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2829,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2830,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2831,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[K+].[K+].[K+].[O-]P(=O)([O-])[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2832,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2833,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2834,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2835,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2836,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2837,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2838,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2839,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2840,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2841,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2842,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2843,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[K+].[O-]>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2844,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2845,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2846,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2847,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2848,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2849,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2850,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2851,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2852,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2853,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2854,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2855,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>.[Li+].[O-]C(C)(C)C>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2856,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)(C)P(C(C)(C)C)C(C)(C)C).CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2857,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2858,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=C(N(C)C)C=CC=C1P(C(C)(C)C)C(C)(C)C).CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2859,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1CCCCC1P(C1CCCCC1)C1CCCCC1.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2860,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>C1=CC=CC(C)=C1P(C1=CC=CC=C1C)C1=CC=CC=C1C.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2861,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2862,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2863,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2864,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c2ccccc2P(C3CCCCC3)C4CCCCC4.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
2865,C1=CC2=C(C=CC(=C2)Cl)N=C1.Cc3ccc1c(cnn1C2CCCCO2)c3B4OC(C)(C)C(C)(C)O4>[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6.CCN(CC)CC>Cc3ccc1c(cnn1C2CCCCO2)c3c1ccc2ncccc2c1
